size,total_net_assets,net_annual_expenses,morningstar_rating,inception_date,portfolio_bonds,sectors_basic_materials,sectors_consumer_cyclical,sectors_financial_services,sectors_real_estate,sectors_consumer_defensive,sectors_healthcare,sectors_utilities,sectors_communication_services,sectors_energy,sectors_industrials,sectors_technology,price_earning,returns_2017,returns_2016,alpha,beta
Large,212550000,1.4,4,26/05/2014,0,0,15.39,32.48,0,49.63,1.07,1.42,0,0,0,0,19.52,37.78,5.72,3.33,0.84
Large,1580000000,1.28,2,31/01/2010,0,0,15.68,10.85,3.36,3.43,26.68,0,4.01,6.46,10.11,19.41,14.7,20.32,15.16,-2.42,0.99
Large,454040000,1.13,3,23/01/2007,0,0,15.27,39.58,1.1,3.75,8.76,0,0.99,5.23,6.79,18.52,19.45,23.74,9.12,-0.88,1.08
Large,9760000,0.77,2,18/10/2012,0,6.74,12.63,15.29,2.73,11.85,12.97,0,1.9,5.74,11.54,18.61,17.42,20.5,9.42,-2.79,0.88
Large,454040000,0.73,2,18/10/2012,0,0,15.27,39.58,1.1,3.75,8.76,0,0.99,5.23,6.79,18.52,19.45,24.27,9.54,-0.49,1.08
Large,2030000000,0.72,3,18/10/2012,0,2.99,14.21,8.27,0,5.66,19.18,0,3.38,0,14.87,31.44,29.37,30.57,-2.86,2.09,0.98
Large,1320000000,1.09,4,20/10/2013,0,4.92,10.77,14.12,0,19.25,11.69,0,2.16,0,32.87,4.22,18.88,32.65,-2.18,2.56,0.88
Medium,1520000000,1.15,2,3/3/2014,0,10.89,19.96,19.55,0.89,5.29,4.85,1.38,2.09,1.37,17.38,16.35,13.25,28.39,-11.03,-3.08,0.84
Large,265260000,1.55,1,20/11/2014,0,3.54,16.9,15.74,0,9.87,8.03,2.52,0,5.33,12.04,26.03,13.27,33.1,-15.81,-5.78,0.86
Large,610570000,1.17,3,11/12/2012,0,0,9,35.61,1.26,17.47,0,3.72,4.76,5.11,0.46,22.61,10.78,33.05,4.77,-0.43,0.83
Medium,895690000,0.98,3,19/09/2002,0,1.65,9.35,7.26,0,3.52,13.43,0,5.13,0,29.29,30.36,18.32,17.1,9.71,1.19,0.94
Medium,120170000,0.51,4,29/10/2014,92.73,0,0,0,0,0,0,0,0,0,0,0,0,4.57,3.6,0.73,0.98
Large,666640000,0.73,4,28/06/2012,0,3.3,15.23,4.75,0,2.21,20.89,0,3.99,0,12.18,37.46,27.44,28.1,5.75,4.86,0.94
Medium,302780000,0.46,5,12/5/2014,97.75,0,0,0,0,0,0,0,0,0,0,0,0,2.3,1.3,-0.22,0.76
Large,2030000000,1.12,4,17/05/2006,0,2.99,14.21,8.27,0,5.66,19.18,0,3.38,0,14.87,31.44,29.37,30.12,-3.3,1.71,0.98
Medium,15530000000,0.3,4,28/09/2000,96.4,0,0,0,0,0,0,0,0,0,0,0,0,4.2,3.52,0.39,0.99
Large,519790000,0.48,3,20/12/2006,31.78,4.89,12.02,18.37,4.06,5.87,10.27,3.11,2.83,6.01,12.48,20.1,16.09,14.35,4.85,-1.24,1
Medium,15530000000,0.55,3,28/09/2000,96.4,0,0,0,0,0,0,0,0,0,0,0,0,3.9,3.34,0.14,1.01
Large,1320000000,1.49,4,20/10/2013,0,4.92,10.77,14.12,0,19.25,11.69,0,2.16,0,32.87,4.22,18.88,32.12,-2.53,2.18,0.88
Medium,131440000,0.7,2,30/05/1991,91.16,0,0,0,0,0,0,0,0,0,0,0,0,2.19,1.83,-0.22,0.67
Large,16480000000,0.8,4,6/4/2008,55.78,2.06,9.1,16.84,6.47,8.13,14.04,2.59,3.8,14.65,14.67,7.64,14.92,8.76,6.45,-0.8,0.65
Others,2390000,0.36,0,15/02/2016,91.59,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0
Medium,1520000000,1.55,1,3/3/2014,0,10.89,19.96,19.55,0.89,5.29,4.85,1.38,2.09,1.37,17.38,16.35,13.25,27.98,-11.43,-3.46,0.84
Large,115980000,0.45,0,8/6/2015,0,4.81,12.12,24.26,5.96,4.85,2.57,2.93,4.02,4.11,6.53,27.84,13.78,40.26,6.27,0,0
Large,115980000,0.45,0,29/11/2015,0,4.81,12.12,24.26,5.96,4.85,2.57,2.93,4.02,4.11,6.53,27.84,13.78,40.26,0,0,0
Large,1.28E+11,1.37,4,14/03/2001,41.16,4.93,11.13,16.49,3.89,10.03,11.54,0.58,3.64,10.4,5.62,21.74,16.98,14.58,7.7,0.87,1.01
Large,1.28E+11,0.65,5,14/03/2001,41.16,4.93,11.13,16.49,3.89,10.03,11.54,0.58,3.64,10.4,5.62,21.74,16.98,15.39,8.51,1.57,1.02
Large,387740000,0.97,4,26/05/2014,0,3.28,14.69,12.56,5.25,7.32,13.53,0,2.47,1.2,8.73,30.97,19.75,27.96,8.57,2.05,1.04
Medium,4450000,1.15,2,29/08/2013,0,6.96,23.29,0.55,0,21.94,20.2,0,0.23,4.6,9.15,13.07,14.16,16.1,7.41,-2.91,0.86
Large,582420000,1.65,4,18/12/2007,2.84,9.07,11.3,17.17,2.07,0.8,13.61,0.13,1.87,4.51,14.69,24.78,17.28,6.87,3.94,2.66,0.09
Large,505850000,0.9,3,30/06/2015,26.49,4.12,12.53,28.02,5.56,4.62,8.43,1.44,3.13,6.81,10.32,15.03,13.28,12.61,1.54,-3.38,0.92
Large,360090000,1,3,26/05/2014,0,4.63,9.04,24.07,7.16,4.03,15.84,8.16,1.51,11.16,7.23,7.18,13.93,19.97,11.19,-3.41,0.99
Large,30120000,1.2,5,18/05/2015,50.35,9.06,16.38,6.72,2.74,14.58,9.68,9.06,1.27,9.71,12.35,8.44,14.2,9.72,5.61,1.18,0.34
Medium,198210000,1.24,2,26/05/2014,0,3.92,15.34,20.16,12.07,3.86,6.59,9.91,0,7.89,15.06,5.19,14.02,14.45,17.08,-4.84,1.03
Large,29580000,0.42,2,28/01/1998,36,5.96,15.53,14.8,4.31,5,17.04,1.28,3.59,5.41,12.72,14.35,12.37,14.87,5.28,-1.71,1.02
Large,372450000,0.5,4,20/12/2006,48.53,4.49,11.81,17.7,3.45,5.97,11.12,2.99,3.41,6.3,11.39,21.38,16.07,11.28,3.96,-0.89,0.72
Medium,32860000,1.44,3,31/07/1997,0,0,0,81.88,14.67,0,0,0,0,0,3.45,0,11.48,11.58,18.74,2.19,0.82
Large,110000,0.28,0,30/05/2017,3.59,6.86,9.83,13.07,17.71,4.24,8.26,4.61,0.75,5.71,13,15.95,14.64,0,0,0,0
Large,13250000,0.34,4,19/04/2007,42.61,5.97,10.31,13.83,7.16,7.91,12.45,5.75,2.61,4.27,15.49,14.25,15.32,11.17,6.06,-0.71,0.71
Large,24680000,0.34,3,19/04/2007,38.03,6.09,10.3,13.9,7.98,7.59,11.93,5.62,2.49,4.44,15.2,14.47,15.2,13.31,6.59,-0.8,0.88
Large,25550000,0.34,3,19/04/2007,28.59,6.23,10.17,13.57,11.01,6.69,10.86,5.34,2.05,4.78,14.58,14.72,15.06,15.51,6.84,-0.96,1.04
Large,23410000,0.34,3,19/04/2007,21.43,6.41,10.14,13.38,13.04,5.94,10.04,5.1,1.68,5.08,14.13,15.06,14.92,17.11,7.08,-1.22,1.2
Large,16060000,0.34,2,19/04/2007,14.77,6.56,10.05,13.26,14.67,5.28,9.37,4.93,1.33,5.36,13.71,15.46,14.8,18.52,7.63,-1.39,1.33
Large,16520000,0.34,2,19/04/2007,8.85,6.63,9.94,13.16,16.06,4.8,8.86,4.81,1.08,5.55,13.32,15.77,14.74,18.97,7.95,-1.83,1.46
Large,11050000,0.34,3,19/04/2007,4.89,6.76,9.85,13.06,17.32,4.43,8.47,4.67,0.87,5.64,13.09,15.83,14.69,20.02,8.02,-1.87,1.52
Large,12950000,0.34,2,19/04/2007,3.63,6.84,9.82,13.04,17.82,4.24,8.24,4.61,0.75,5.72,12.98,15.93,14.65,20,7.98,-1.93,1.54
Large,4060000,0.35,2,27/02/2013,3.7,6.85,9.83,13.05,17.76,4.25,8.26,4.61,0.75,5.71,13,15.93,14.64,19.94,8.12,-1.64,1.51
Large,110000,0.53,0,30/05/2017,3.59,6.86,9.83,13.07,17.71,4.24,8.26,4.61,0.75,5.71,13,15.95,14.64,0,0,0,0
Large,610570000,1.57,2,11/12/2012,0,0,8.8,33.84,1.38,17.76,0,3.47,4.44,5.41,0.79,24.13,9.82,32.43,4.33,-0.86,0.83
Medium,3280000000,1.31,4,11/6/1987,0,0,11.54,15.41,8.2,0,22.05,0,3.51,0.36,20.25,18.67,24.34,26.13,6.23,0.95,1.01
Medium,1820000000,0.49,0,12/8/2015,0,0,0.41,0,99.42,0,0.17,0,0,0,0,0,20.29,10.69,4.13,0,0
Medium,20290000,1.3,4,27/09/2012,0,0,0,0,99.4,0,0,0,0,0,0,0.6,33.67,5.91,7.37,0.27,0.67
Medium,3280000000,1.04,4,28/05/2009,0,0,11.54,15.41,8.2,0,22.05,0,3.51,0.36,20.25,18.67,24.34,26.49,6.51,1.22,1.01
Others,147670000,0,0,1/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medium,3280000000,1.04,4,28/01/2016,0,0,11.54,15.41,8.2,0,22.05,0,3.51,0.36,20.25,18.67,24.34,26.48,0,1.14,1.01
Medium,895690000,1.38,3,24/04/2006,0,1.65,9.35,7.26,0,3.52,13.43,0,5.13,0,29.29,30.36,18.32,16.57,9.3,0.77,0.94
Medium,53310000,0,0,6/8/2017,94.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Large,86250000,0.81,2,19/10/1997,96.87,0,0,0,0,0,0,0,0,0,0,0,0,3.13,-0.6,-1.15,0.85
Medium,187150000,0.55,4,26/05/2014,96.27,0,0,0,0,0,0,0,0,0,0,0,0,2.1,-0.1,-0.16,0.26
Large,35180000000,0.9,3,4/2/2008,61.84,2.24,13.82,45.01,0.88,2.59,2.15,0.64,4.9,11.21,8.86,7.7,12.93,4.59,3.3,1.16,0.06
Large,891390000,0.29,0,12/8/2015,0,3.23,12.47,16.74,3.54,6.7,13.48,2.88,2.82,5.97,10.98,21.2,16.96,20.64,12.8,0,0
Others,143150000,0,2,8/3/2018,50.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.03
Others,628960000,0,0,20/09/2015,86.56,0,0,0,0,0,0,0,0,0,0,0,0,6.38,7.1,0,0
Small,149890000,0.95,2,29/09/2011,94.51,0,0,0,0,0,0,0,0,0,0,0,0,3.28,4.1,0.7,0.19
Medium,1060000000,0.59,4,26/05/2014,95.51,0,0,0,0,0,0,0,0,0,0,0,0,4.52,7.11,0.62,0.92
Others,179730000,0,4,3/8/2014,93.28,0,0,0,0,0,0,0,0,0,0,0,0,10.22,2.77,3.2,1.24
Medium,246410000,0.59,5,26/05/2014,98.52,0,0,0,0,0,0,0,0,0,0,0,0,6.33,12.67,2.27,0.96
Others,83010000,0,1,19/03/2013,30.37,0,0,0,0,0,0,0,0,0,0,0,0,-0.19,0.32,1.42,-1.58
Small,130000000,1.37,3,27/07/2011,0,4.97,19.26,28.83,12.03,1.93,2.5,0,2.07,6.51,15.03,6.87,14.48,11.88,21.57,-0.16,0.88
Medium,654910000,0.55,2,26/05/2014,88.47,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.41,-0.12,0.04
Small,130000000,0.97,3,18/10/2012,0,4.97,19.26,28.83,12.03,1.93,2.5,0,2.07,6.51,15.03,6.87,14.48,12.35,22.06,0.26,0.88
Large,666640000,1.13,4,28/06/2012,0,3.3,15.23,4.75,0,2.21,20.89,0,3.99,0,12.18,37.46,27.44,27.61,5.25,4.44,0.94
Large,93710000,0.27,4,30/06/1993,37.36,10.34,9.97,17.99,8,6.62,6.46,4.76,3.98,8.25,11.09,12.54,12.77,14.18,9.13,-0.65,1.01
Others,640000000,0.28,5,19/07/2000,91.36,0,0,0,0,0,0,0,0,0,0,0,0,2.51,2.77,1.18,0.01
Others,640000000,0.4,5,19/07/2000,91.36,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.63,1.03,0
Medium,9050000000,0.18,0,12/7/2015,76.48,0,100,0,0,0,0,0,0,0,0,0,38.73,4.19,3.4,0,0
Medium,534370000,0.35,4,30/04/2007,98.35,0,0,0,0,0,0,0,0,0,0,0,0,4.24,4.6,0.45,0.78
Large,6030000000,0.28,3,26/04/2015,0,2.65,21.61,12.74,1.86,5.43,13.21,0,0.65,5.84,10.15,25.86,21.02,25.32,3.24,0.27,1.02
Large,132090000,1.25,2,27/03/2013,0,9.9,8.43,17.39,0,21.71,15.14,0,2.79,0,8.39,16.26,15.86,22.51,4.82,1.04,0.73
Large,485070000,0.38,5,19/12/2002,72.68,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.63,-0.31,0.59
Large,132090000,1.5,2,31/03/2013,0,9.9,8.43,17.39,0,21.71,15.14,0,2.79,0,8.39,16.26,15.86,22.33,4.49,0.81,0.73
Medium,3450000000,0.43,4,26/04/2015,0,3.33,14.87,10.9,2,7.41,17.84,0.07,1.36,1.97,14.64,25.63,22.93,21.45,11.47,0.57,0.99
Large,17480000,0.62,1,8/10/1992,95.6,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.7,-1,0.74
Large,1560000000,0.73,3,24/10/2002,0,6.49,26.74,17.01,0,14.3,13.67,0,0,0,12.21,9.58,20.75,20.47,2.66,0.67,0.84
Large,7440000000,0.42,0,5/7/2015,0,3.8,13.07,18.63,0.9,11.15,12.35,2.39,4.69,6.28,11.8,14.93,15.12,26.69,2.69,0,0
Others,128360000,0.5,4,31/03/2014,99.91,0,0,0,0,0,0,0,0,0,0,0,0,6.15,1.19,1.03,0.73
Others,128360000,0.65,4,31/03/2014,99.91,0,0,0,0,0,0,0,0,0,0,0,0,6.09,1.04,0.86,0.74
Large,310870000,0.64,3,8/10/1992,0,4.04,8.69,25.71,3.74,5.27,14.2,4.99,2.21,11.43,7.15,12.57,12.08,18.82,10.69,-2.7,1.03
Medium,3410000000,0.21,0,13/09/2015,97.51,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0.03,0,0
Medium,178920000,1.54,1,31/01/2012,97.95,0,0,0,0,0,0,0,0,0,0,0,0,2.24,-1.32,-1.9,0.85
Medium,178920000,0.54,3,15/10/1992,97.95,0,0,0,0,0,0,0,0,0,0,0,0,3.27,-0.41,-0.88,0.84
Medium,116210000,1.45,1,31/01/2012,97.44,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.91,-0.71,0.24
Medium,116210000,0.45,3,29/11/1992,97.44,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.92,0.29,0.25
Others,143150000,0.17,3,14/11/2012,50.1,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.34,0.51,0.03
Medium,15580000000,0.15,4,27/10/2013,93.51,0,0,0,0,0,0,0,0,0,0,0,0,4.13,3.3,0.4,1.02
Large,2240000000,1,3,1/11/1998,0,6.1,5.79,21.32,0,11.95,17.58,0,8.55,0,9.85,18.87,15.34,19.93,7.97,-3.55,0.92
Large,310870000,0.89,3,8/10/1992,0,4.04,8.69,25.71,3.74,5.27,14.2,4.99,2.21,11.43,7.15,12.57,12.08,18.46,10.41,-2.99,1.04
Large,2240000000,1.25,1,24/03/2011,0,6.1,5.79,21.32,0,11.95,17.58,0,8.55,0,9.85,18.87,15.34,19.65,7.82,-3.77,0.92
Large,6740000000,0.3,4,26/04/2015,0,7.2,10.59,23.26,1.69,8.08,14,0.6,2.47,9.78,11.87,10.44,14.78,17.19,15.66,-2.07,0.97
Medium,4080000000,0.47,3,26/04/2015,0,6.42,12.39,25.23,7.8,3.33,5.07,4.41,0.06,7.19,15.32,12.77,14.68,12.64,17.01,-3.14,0.99
Large,244460000,1.13,2,28/12/2010,0,7.23,7.31,21.52,1.32,10.69,11.51,1.49,4.25,3.67,15.06,15.96,15.96,26.39,-0.96,-0.66,0.95
Large,35380000,1,2,29/04/2012,0,6.61,13.06,16.02,2.13,7.3,14.1,2.35,2.5,3.75,7.15,25.02,17.39,20.65,7.88,-1.71,0.88
Large,342980000,1.2,2,20/12/2006,15.15,4.97,12,18.16,4.53,5.89,10.14,3.46,2.55,5.85,12.78,19.67,16.11,16.26,5.75,-2.52,1.29
Medium,310000000,0.68,2,30/01/1996,77.78,0,0,0,0,0,0,0,0,0,0,0,0,3,2.28,-0.41,0.92
Medium,310000000,1.44,1,27/02/1997,77.78,0,0,0,0,0,0,0,0,0,0,0,0,2.24,1.51,-1.16,0.91
Large,2570000000,1.76,3,6/4/2008,0,1.6,9.47,10.06,0,31.34,23,0,7.21,0,11.56,5.77,15.43,18.58,4.92,0.84,0.64
Medium,310000000,0.93,2,1/10/2006,77.78,0,0,0,0,0,0,0,0,0,0,0,0,2.64,2.13,-0.62,0.9
Small,21890000,1.15,4,26/05/2014,0,5.44,13.77,15.1,3.42,1.98,18.21,2.09,1.06,3.3,15.26,20.36,15.66,13.33,23.8,0.67,1.02
Large,2170000,1.52,2,31/01/2001,46.79,5.12,9.64,15.92,5.05,5.6,5.33,11.18,6.76,22.24,5.81,7.34,13.86,5.66,7.67,-2.34,0.68
Large,16840000,2.51,3,28/04/2011,0,6.96,8.02,32.92,3.21,0,4.19,3.27,5.79,9.77,8.68,17.2,11.62,35.59,12.7,1.74,0.94
Large,296870000,1.26,3,20/12/2006,37.75,3.89,12.07,18.69,3.04,5.56,10.81,2.67,3,5.99,11.44,22.85,16.27,6.88,1.93,-1.47,0.43
Small,13360000,1.78,2,31/01/2008,89.02,0,0,0,0,0,0,0,0,0,0,0,0,4.62,11.61,3.06,0.33
Large,1580000000,1.78,3,29/06/2004,0,0,15.68,10.85,3.36,3.43,26.68,0,4.01,6.46,10.11,19.41,14.7,19.72,14.54,-2.94,0.99
Large,2170000,0.77,3,28/01/1998,46.79,5.12,9.64,15.92,5.05,5.6,5.33,11.18,6.76,22.24,5.81,7.34,13.86,6.39,8.49,-1.59,0.68
Large,23030000,1.19,2,31/01/2001,22.09,5.95,15.55,14.75,4.32,4.98,17.07,1.28,3.6,5.39,12.71,14.41,12.38,16.67,4.93,-3.01,1.24
Large,6270000,0.99,3,17/09/2014,0,2.23,11.1,18.76,4.83,8.73,16.54,0,3.02,12.75,9.09,12.95,15.93,18.97,8.96,2.14,0.67
Large,519790000,1.23,2,20/12/2006,31.78,4.89,12.02,18.37,4.06,5.87,10.27,3.11,2.83,6.01,12.48,20.1,16.09,13.52,4,-1.98,0.99
Large,29580000,0.17,3,1/10/1997,36,5.96,15.53,14.8,4.31,5,17.04,1.28,3.59,5.41,12.72,14.35,12.37,15.14,5.6,-1.42,1.01
Small,1150000000,0.3,5,28/02/2010,99.63,0,0,0,0,0,0,0,0,0,0,0,0,8.61,0.63,1.2,1.24
Small,1150000000,0.5,5,29/12/1986,99.63,0,0,0,0,0,0,0,0,0,0,0,0,8.47,0.35,1.02,1.24
Medium,1780000000,0.72,2,28/02/2010,98.81,0,0,0,0,0,0,0,0,0,0,0,0,4.37,-0.53,-0.75,0.92
Large,16480000000,1.55,3,6/4/2008,55.78,2.06,9.1,16.84,6.47,8.13,14.04,2.59,3.8,14.65,14.67,7.64,14.92,7.97,5.66,-1.59,0.66
Large,38710000,1,3,30/12/2001,0,0,27.21,44,0,9.08,3.9,0,0,3.39,7.98,4.43,16.02,18.5,18.63,-0.25,0.83
Large,39770000,1.25,3,27/05/1999,0,3.59,25.5,5.83,1.54,16.13,23.68,0,0,7.56,6.1,10.07,18.21,23.62,-6.41,0.28,0.77
Large,39770000,1,2,31/07/2014,0,3.59,25.5,5.83,1.54,16.13,23.68,0,0,7.56,6.1,10.07,18.21,23.89,-6.12,0.53,0.77
Medium,1780000000,0.47,3,8/11/1983,98.81,0,0,0,0,0,0,0,0,0,0,0,0,4.63,-0.29,-0.55,0.93
Medium,1780000000,1.47,1,28/02/2010,98.81,0,0,0,0,0,0,0,0,0,0,0,0,3.58,-1.27,-1.55,0.93
Large,582420000,2.39,4,18/12/2007,2.84,9.07,11.3,17.17,2.07,0.8,13.61,0.13,1.87,4.51,14.69,24.78,17.28,6.15,3.17,1.94,0.11
Large,23030000,0.44,2,28/01/1998,22.09,5.95,15.55,14.75,4.32,4.98,17.07,1.28,3.6,5.39,12.71,14.41,12.38,17.52,5.8,-2.22,1.24
Large,29580000,1.17,2,31/01/2001,36,5.96,15.53,14.8,4.31,5,17.04,1.28,3.59,5.41,12.72,14.35,12.37,14.03,4.51,-2.41,1.01
Medium,21560000,0.9,1,14/12/2011,0,0,21.64,9.83,0,0,10.08,0,0,0,23.27,35.18,23.47,19.58,0.85,-5.71,0.99
Large,372450000,1.25,3,20/12/2006,48.53,4.49,11.81,17.7,3.45,5.97,11.12,2.99,3.41,6.3,11.39,21.38,16.07,10.5,3.14,-1.66,0.72
Medium,21560000,1.15,3,29/09/2002,0,0,21.64,9.83,0,0,10.08,0,0,0,23.27,35.18,23.47,19.33,0.52,-5.98,0.99
Large,23030000,0.19,3,1/10/1997,22.09,5.95,15.55,14.75,4.32,4.98,17.07,1.28,3.6,5.39,12.71,14.41,12.38,17.87,5.95,-1.98,1.24
Medium,17360000000,0.3,5,28/09/2000,96.32,0,0,0,0,0,0,0,0,0,0,0,0,4.65,4.73,0.76,0.97
Medium,17360000000,0.55,4,28/09/2000,96.32,0,0,0,0,0,0,0,0,0,0,0,0,4.47,4.47,0.52,0.96
Medium,97030000,0.71,3,30/01/2013,99.9,0,100,0,0,0,0,0,0,0,0,0,0,2.31,5.07,-0.11,0.87
Medium,97030000,0.51,3,27/12/2007,99.9,0,100,0,0,0,0,0,0,0,0,0,0,2.74,5.27,0.16,0.86
Medium,97030000,0,3,9/10/2017,99.9,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.86
Small,592230000,0.69,3,29/04/2012,86.83,0,0,0,0,0,0,0,0,100,0,0,0,3.83,2.01,-0.26,1
Small,592230000,1.44,2,29/04/2012,86.83,0,0,0,0,0,0,0,0,100,0,0,0,3.04,1.35,-0.95,0.99
Medium,20290000,2.05,3,27/09/2012,0,0,0,0,99.4,0,0,0,0,0,0,0.6,33.67,5.05,6.65,-0.47,0.67
Small,592230000,0.34,4,27/02/2011,86.83,0,0,0,0,0,0,0,0,100,0,0,0,4.19,2.37,0.12,0.99
Small,592230000,0.3,4,27/03/2016,86.83,0,0,0,0,0,0,0,0,100,0,0,0,4.14,0,0.18,1
Large,301440000,1.24,5,2/10/2011,23.72,43.55,0,0,0,13.09,0,0,0,38.36,4.48,0.52,15.97,8.01,22.97,3.2,0.75
Large,301440000,1.99,4,2/10/2011,23.72,43.55,0,0,0,13.09,0,0,0,38.36,4.48,0.52,15.97,7.15,21.88,2.45,0.74
Medium,46940000,1.25,0,29/09/2015,0,3.11,9.26,3.67,0,5.28,31.19,2.44,2.05,2.68,1.36,38.96,29.91,37.31,2.64,0,0
Medium,5000000,1.25,5,22/07/1992,0,3.86,0.53,0,0,0,31.26,0,0,0.16,9.5,54.69,37.19,28.9,8.34,6.54,1.07
Large,301440000,0,5,25/01/2018,23.72,43.55,0,0,0,13.09,0,0,0,38.36,4.48,0.52,15.97,0,0,3.48,0.75
Medium,5000000,1.05,5,14/12/2011,0,3.86,0.53,0,0,0,31.26,0,0,0.16,9.5,54.69,37.19,29.17,8.57,6.74,1.07
Medium,46940000,1.5,0,29/09/2015,0,3.11,9.26,3.67,0,5.28,31.19,2.44,2.05,2.68,1.36,38.96,29.91,36.98,2.27,0,0
Medium,1780000000,0.27,3,28/02/2010,98.81,0,0,0,0,0,0,0,0,0,0,0,0,4.84,-0.09,-0.32,0.92
Large,310870000,1.64,3,31/01/2001,0,4.04,8.69,25.71,3.74,5.27,14.2,4.99,2.21,11.43,7.15,12.57,12.08,17.61,9.58,-3.7,1.03
Large,3450000,0,0,28/12/2017,0,1.59,6.78,20.93,2.88,6.56,16.01,0,2.62,0,6.31,36.32,16.09,0,0,0,0
Large,3450000,0,0,28/12/2017,0,1.59,6.78,20.93,2.88,6.56,16.01,0,2.62,0,6.31,36.32,16.09,0,0,0,0
Large,76550000,1.15,0,16/09/2015,0,14.42,14.23,20.13,2.19,7.04,13.52,2.43,2.56,2,12.76,8.74,11.38,22.8,-2.29,0,0
Large,3450000,0,0,28/12/2017,0,1.59,6.78,20.93,2.88,6.56,16.01,0,2.62,0,6.31,36.32,16.09,0,0,0,0
Small,120000000,0.07,4,30/03/2011,0,5.57,12.17,17.44,7.25,3.22,15.49,3.32,0.96,3.4,14.06,17.12,17.5,14.69,21.4,-0.06,1.05
Small,254810000,1.35,4,29/09/2013,0,0,14.02,3.12,4.49,0.27,23.56,0,2.27,0.68,8.47,43.11,16.18,35.52,21.4,4.13,1.08
Small,254810000,1.1,4,29/09/2013,0,0,14.02,3.12,4.49,0.27,23.56,0,2.27,0.68,8.47,43.11,16.18,35.83,21.73,4.36,1.08
Small,254810000,1.09,4,30/08/2016,0,0,14.02,3.12,4.49,0.27,23.56,0,2.27,0.68,8.47,43.11,16.18,35.85,0,4.38,1.08
Large,550050000,1.05,4,2/11/2014,42.82,1.95,10.81,14.94,12.96,5.81,13.3,0.32,2.29,16.49,15.79,5.33,15.24,14.29,8.15,-1.85,1.14
Large,550050000,1.8,3,2/11/2014,42.82,1.95,10.81,14.94,12.96,5.81,13.3,0.32,2.29,16.49,15.79,5.33,15.24,13.45,7.35,-2.61,1.14
Large,550050000,0.79,4,2/11/2014,42.82,1.95,10.81,14.94,12.96,5.81,13.3,0.32,2.29,16.49,15.79,5.33,15.24,14.46,8.42,-1.61,1.14
Large,550050000,0.74,4,27/03/2016,42.82,1.95,10.81,14.94,12.96,5.81,13.3,0.32,2.29,16.49,15.79,5.33,15.24,14.63,0,-1.57,1.14
Large,76550000,0.9,0,16/09/2015,0,14.42,14.23,20.13,2.19,7.04,13.52,2.43,2.56,2,12.76,8.74,11.38,23.03,-2.09,0,0
Others,198920000,1.76,0,30/12/2015,96.02,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,0
Others,198920000,2.51,0,30/12/2015,96.02,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0
Others,198920000,1.51,0,30/12/2015,96.02,0,0,0,0,0,0,0,0,0,0,0,0,7.5,6.36,0,0
Large,13160000000,1.43,4,14/07/1996,81.56,5.16,15.09,18.4,2.65,10.29,13.56,0.7,0,8.97,10.65,14.54,23.3,8.52,11.63,3.01,0.4
Medium,617290000,1.98,4,19/12/2012,0,9.57,16.92,9.39,3.98,8.57,11.04,3.88,3.53,3.86,16.55,12.72,15.57,12.57,-7.14,0.58,0.14
Medium,617290000,2.72,3,19/12/2012,0,9.57,16.92,9.39,3.98,8.57,11.04,3.88,3.53,3.86,16.55,12.72,15.57,11.74,-7.89,-0.18,0.15
Medium,617290000,1.7,4,19/12/2012,0,9.57,16.92,9.39,3.98,8.57,11.04,3.88,3.53,3.86,16.55,12.72,15.57,12.85,-6.85,0.8,0.16
Large,3950000000,1.02,4,27/03/2016,59.68,0.71,53.37,0,4.88,8.33,0,0,11.86,3.42,0,17.44,9.89,3.64,0,0.72,-0.04
Large,734590000,0.41,2,29/06/2011,0,8.34,11.29,22.97,3.24,9.48,7.48,3,4.18,7.09,10.88,12.07,14.14,27.32,4.07,-0.13,0.95
Large,734590000,0.16,3,29/06/2011,0,8.34,11.29,22.97,3.24,9.48,7.48,3,4.18,7.09,10.88,12.07,14.14,27.57,4.31,0.11,0.95
Large,734590000,0.11,3,29/06/2011,0,8.34,11.29,22.97,3.24,9.48,7.48,3,4.18,7.09,10.88,12.07,14.14,27.62,4.37,0.16,0.94
Large,9510000,1.49,1,27/05/2015,65.68,0,0,0,0,0,100,0,0,0,0,0,0,5.79,1.03,-1.16,0.67
Large,9510000,2.24,1,27/05/2015,65.68,0,0,0,0,0,100,0,0,0,0,0,0,5,1.22,-1.58,0.66
